Loading vocab...
token_vocab: 4521, post_vocab: 160, pos_vocab: 46, dep_vocab: 42, pol_vocab: 3
cuda memory allocated: 7069696
n_trainable_params: 395673, n_nontrainable_params: 1356300
training arguments:
>>> model_name: gnn-transformer
>>> dataset: restaurant
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f9352ac0d30>
>>> learning_rate: 0.001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 60
>>> pos_dim: 30
>>> deprel_dim: 30
>>> hidden_dim: 60
>>> num_layers: 8
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> lower: True
>>> directed: False
>>> add_self_loop: True
>>> bidirect: True
>>> rnn_hidden: 60
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0001
>>> vocab_dir: ./dataset/Restaurants_corenlp
>>> pad_id: 0
>>> graph_conv_type: gin
>>> graph_conv_attention_heads: 4
>>> graph_conv_attn_dropout: 0.0
>>> ffn_dropout: 0.4
>>> attention_heads: 4
>>> attn_dropout: 0.2
>>> norm: ln
>>> max_position: 9
>>> finetune_weight_decay: 0.01
>>> scheduler: linear
>>> warmup: 2
>>> cuda: 0
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> bert_lr: 2e-05
>>> model_class: <class 'models.gnn_transformer.GNN_Transformer'>
>>> dataset_file: {'train': './dataset/Restaurants_corenlp/train.json', 'test': './dataset/Restaurants_corenlp/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 160
>>> pos_size: 46
>>> deprel_size: 42
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6452_f1_0.2616
loss: 1.2840, acc: 0.6250, test_acc: 0.6452, f1: 0.2616
loss: 1.0107, acc: 0.4695, test_acc: 0.5407, f1: 0.4676
loss: 1.0159, acc: 0.4673, test_acc: 0.5496, f1: 0.4699
loss: 0.9459, acc: 0.4695, test_acc: 0.5782, f1: 0.4743
loss: 0.9844, acc: 0.4702, test_acc: 0.5827, f1: 0.4745
loss: 1.0741, acc: 0.4681, test_acc: 0.5594, f1: 0.4709
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 21
loss: 1.1228, acc: 0.3125, test_acc: 0.5290, f1: 0.4557
loss: 0.9215, acc: 0.4062, test_acc: 0.5299, f1: 0.4570
loss: 0.9753, acc: 0.4375, test_acc: 0.5282, f1: 0.4578
loss: 0.9872, acc: 0.4531, test_acc: 0.5112, f1: 0.4534
loss: 0.9482, acc: 0.4250, test_acc: 0.5013, f1: 0.4486
loss: 0.9921, acc: 0.4375, test_acc: 0.5076, f1: 0.4511
loss: 0.7869, acc: 0.4464, test_acc: 0.5183, f1: 0.4541
loss: 0.9532, acc: 0.4609, test_acc: 0.5362, f1: 0.4583
loss: 1.0096, acc: 0.4514, test_acc: 0.5567, f1: 0.4667
loss: 1.0119, acc: 0.4500, test_acc: 0.5907, f1: 0.4785
loss: 0.8855, acc: 0.4716, test_acc: 0.5880, f1: 0.4708
loss: 1.1210, acc: 0.4688, test_acc: 0.5925, f1: 0.4730
loss: 0.9028, acc: 0.4808, test_acc: 0.5845, f1: 0.4709
loss: 1.1443, acc: 0.4777, test_acc: 0.5827, f1: 0.4702
loss: 0.9980, acc: 0.4792, test_acc: 0.5612, f1: 0.4584
loss: 1.1937, acc: 0.4727, test_acc: 0.5612, f1: 0.4596
loss: 1.2520, acc: 0.4559, test_acc: 0.5594, f1: 0.4651
loss: 1.0344, acc: 0.4549, test_acc: 0.5585, f1: 0.4703
loss: 0.8589, acc: 0.4638, test_acc: 0.5442, f1: 0.4596
loss: 0.9133, acc: 0.4625, test_acc: 0.5433, f1: 0.4587
loss: 1.0099, acc: 0.4554, test_acc: 0.5335, f1: 0.4587
loss: 0.8700, acc: 0.4574, test_acc: 0.5416, f1: 0.4635
loss: 1.0532, acc: 0.4620, test_acc: 0.5791, f1: 0.4732
loss: 1.0070, acc: 0.4688, test_acc: 0.5970, f1: 0.4847
loss: 0.9663, acc: 0.4775, test_acc: 0.5952, f1: 0.4729
loss: 1.2196, acc: 0.4760, test_acc: 0.5952, f1: 0.4722
loss: 0.9004, acc: 0.4815, test_acc: 0.5952, f1: 0.4814
loss: 0.9067, acc: 0.4799, test_acc: 0.5925, f1: 0.4811
loss: 1.0430, acc: 0.4784, test_acc: 0.5880, f1: 0.4818
loss: 0.9386, acc: 0.4833, test_acc: 0.5603, f1: 0.4669
loss: 1.1317, acc: 0.4778, test_acc: 0.5344, f1: 0.4627
loss: 0.9970, acc: 0.4805, test_acc: 0.5165, f1: 0.4517
loss: 1.1417, acc: 0.4735, test_acc: 0.5112, f1: 0.4554
loss: 0.8187, acc: 0.4724, test_acc: 0.5255, f1: 0.4651
loss: 1.0162, acc: 0.4696, test_acc: 0.5290, f1: 0.4608
loss: 1.1083, acc: 0.4688, test_acc: 0.5478, f1: 0.4639
loss: 1.2632, acc: 0.4662, test_acc: 0.5809, f1: 0.4772
loss: 1.0338, acc: 0.4655, test_acc: 0.5845, f1: 0.4775
loss: 0.9057, acc: 0.4712, test_acc: 0.5871, f1: 0.4800
loss: 1.1510, acc: 0.4672, test_acc: 0.5943, f1: 0.4811
loss: 0.8142, acc: 0.4741, test_acc: 0.5987, f1: 0.4843
loss: 1.1651, acc: 0.4688, test_acc: 0.5916, f1: 0.4815
loss: 0.9568, acc: 0.4666, test_acc: 0.5862, f1: 0.4757
loss: 1.1254, acc: 0.4659, test_acc: 0.5836, f1: 0.4730
loss: 0.8770, acc: 0.4681, test_acc: 0.5451, f1: 0.4627
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 22
loss: 1.0481, acc: 0.4375, test_acc: 0.5246, f1: 0.4556
loss: 0.9629, acc: 0.5000, test_acc: 0.5255, f1: 0.4554
loss: 1.0004, acc: 0.4583, test_acc: 0.5174, f1: 0.4504
loss: 0.9522, acc: 0.4375, test_acc: 0.5344, f1: 0.4581
loss: 0.7880, acc: 0.4500, test_acc: 0.5559, f1: 0.4684
loss: 1.0402, acc: 0.4688, test_acc: 0.5630, f1: 0.4719
loss: 1.0259, acc: 0.4732, test_acc: 0.5514, f1: 0.4642
loss: 1.1975, acc: 0.4688, test_acc: 0.5335, f1: 0.4598
loss: 1.0841, acc: 0.4444, test_acc: 0.5183, f1: 0.4502
loss: 1.0883, acc: 0.4437, test_acc: 0.5237, f1: 0.4586
loss: 1.1064, acc: 0.4432, test_acc: 0.5246, f1: 0.4578
loss: 1.0055, acc: 0.4427, test_acc: 0.5058, f1: 0.4507
loss: 1.1300, acc: 0.4375, test_acc: 0.4987, f1: 0.4470
loss: 1.0940, acc: 0.4420, test_acc: 0.5004, f1: 0.4443
loss: 0.8657, acc: 0.4583, test_acc: 0.5237, f1: 0.4587
loss: 1.1175, acc: 0.4531, test_acc: 0.5389, f1: 0.4570
loss: 0.9088, acc: 0.4559, test_acc: 0.5702, f1: 0.4733
loss: 0.9184, acc: 0.4583, test_acc: 0.5809, f1: 0.4769
loss: 1.0152, acc: 0.4605, test_acc: 0.5889, f1: 0.4774
loss: 1.0243, acc: 0.4625, test_acc: 0.5853, f1: 0.4788
loss: 0.9718, acc: 0.4583, test_acc: 0.5791, f1: 0.4753
loss: 1.0084, acc: 0.4517, test_acc: 0.5719, f1: 0.4700
loss: 1.0080, acc: 0.4565, test_acc: 0.5639, f1: 0.4659
loss: 1.1468, acc: 0.4557, test_acc: 0.5755, f1: 0.4699
loss: 1.0562, acc: 0.4525, test_acc: 0.5782, f1: 0.4729
loss: 0.9558, acc: 0.4591, test_acc: 0.5862, f1: 0.4739
loss: 1.1176, acc: 0.4560, test_acc: 0.5827, f1: 0.4718
loss: 1.1364, acc: 0.4509, test_acc: 0.5809, f1: 0.4706
loss: 1.1194, acc: 0.4504, test_acc: 0.5871, f1: 0.4778
loss: 1.0041, acc: 0.4562, test_acc: 0.5827, f1: 0.4753
loss: 0.9103, acc: 0.4617, test_acc: 0.5755, f1: 0.4711
loss: 1.0999, acc: 0.4609, test_acc: 0.5559, f1: 0.4621
loss: 1.0321, acc: 0.4602, test_acc: 0.5326, f1: 0.4547
loss: 1.0531, acc: 0.4596, test_acc: 0.5273, f1: 0.4511
loss: 0.9048, acc: 0.4571, test_acc: 0.5201, f1: 0.4502
loss: 1.1783, acc: 0.4531, test_acc: 0.5121, f1: 0.4439
loss: 0.9902, acc: 0.4527, test_acc: 0.5094, f1: 0.4422
loss: 0.9594, acc: 0.4556, test_acc: 0.5228, f1: 0.4548
loss: 1.0915, acc: 0.4551, test_acc: 0.5416, f1: 0.4609
loss: 1.0883, acc: 0.4531, test_acc: 0.5532, f1: 0.4656
loss: 0.8091, acc: 0.4573, test_acc: 0.5648, f1: 0.4684
loss: 1.0150, acc: 0.4598, test_acc: 0.5996, f1: 0.4855
loss: 0.9557, acc: 0.4622, test_acc: 0.6408, f1: 0.4677
loss: 1.2541, acc: 0.4645, test_acc: 0.6399, f1: 0.4626
loss: 1.0556, acc: 0.4639, test_acc: 0.6408, f1: 0.4645
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 23
loss: 1.0598, acc: 0.6875, test_acc: 0.6372, f1: 0.4708
loss: 1.1483, acc: 0.5625, test_acc: 0.6390, f1: 0.4678
loss: 1.0398, acc: 0.5833, test_acc: 0.6095, f1: 0.4539
loss: 1.0266, acc: 0.5000, test_acc: 0.5782, f1: 0.4735
loss: 0.9176, acc: 0.5250, test_acc: 0.5621, f1: 0.4721
loss: 0.8702, acc: 0.5417, test_acc: 0.5451, f1: 0.4653
loss: 1.2336, acc: 0.5179, test_acc: 0.5264, f1: 0.4555
loss: 0.9654, acc: 0.5391, test_acc: 0.5371, f1: 0.4601
loss: 0.9578, acc: 0.5347, test_acc: 0.5648, f1: 0.4741
loss: 1.1053, acc: 0.5250, test_acc: 0.5639, f1: 0.4728
loss: 1.1782, acc: 0.5170, test_acc: 0.5585, f1: 0.4708
loss: 1.2285, acc: 0.5000, test_acc: 0.5693, f1: 0.4733
loss: 1.0664, acc: 0.5000, test_acc: 0.5773, f1: 0.4777
loss: 0.8747, acc: 0.4911, test_acc: 0.5782, f1: 0.4668
loss: 1.0794, acc: 0.4833, test_acc: 0.5800, f1: 0.4626
loss: 0.9337, acc: 0.4922, test_acc: 0.5934, f1: 0.4677
loss: 1.1893, acc: 0.4926, test_acc: 0.6041, f1: 0.4722
loss: 1.0460, acc: 0.4931, test_acc: 0.5889, f1: 0.4697
loss: 0.9694, acc: 0.4934, test_acc: 0.5657, f1: 0.4690
loss: 1.0306, acc: 0.4875, test_acc: 0.5603, f1: 0.4683
loss: 1.0750, acc: 0.4821, test_acc: 0.5460, f1: 0.4629
loss: 1.0240, acc: 0.4744, test_acc: 0.5362, f1: 0.4580
loss: 1.0852, acc: 0.4783, test_acc: 0.5264, f1: 0.4530
loss: 0.9123, acc: 0.4766, test_acc: 0.5228, f1: 0.4565
loss: 0.8086, acc: 0.4800, test_acc: 0.5210, f1: 0.4544
loss: 1.0739, acc: 0.4712, test_acc: 0.5174, f1: 0.4523
loss: 0.9360, acc: 0.4769, test_acc: 0.5255, f1: 0.4584
loss: 0.8781, acc: 0.4777, test_acc: 0.5308, f1: 0.4617
loss: 0.9880, acc: 0.4806, test_acc: 0.5317, f1: 0.4615
loss: 1.0116, acc: 0.4854, test_acc: 0.5299, f1: 0.4558
loss: 0.9517, acc: 0.4839, test_acc: 0.5407, f1: 0.4622
loss: 1.0773, acc: 0.4824, test_acc: 0.5737, f1: 0.4728
loss: 1.0543, acc: 0.4830, test_acc: 0.6005, f1: 0.4884
loss: 1.0430, acc: 0.4816, test_acc: 0.6023, f1: 0.4772
loss: 1.0602, acc: 0.4857, test_acc: 0.6032, f1: 0.4681
loss: 1.2258, acc: 0.4809, test_acc: 0.6041, f1: 0.4691
loss: 1.1092, acc: 0.4764, test_acc: 0.6050, f1: 0.4738
loss: 1.0952, acc: 0.4786, test_acc: 0.6014, f1: 0.4827
loss: 1.0841, acc: 0.4760, test_acc: 0.5996, f1: 0.4887
loss: 1.1597, acc: 0.4719, test_acc: 0.4736, f1: 0.4438
loss: 1.1384, acc: 0.4726, test_acc: 0.4718, f1: 0.4454
loss: 1.1675, acc: 0.4702, test_acc: 0.4352, f1: 0.4233
loss: 1.0957, acc: 0.4695, test_acc: 0.4450, f1: 0.4239
loss: 0.8793, acc: 0.4744, test_acc: 0.5282, f1: 0.4687
loss: 0.9193, acc: 0.4750, test_acc: 0.5934, f1: 0.4946
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 24
loss: 1.1118, acc: 0.3125, test_acc: 0.6568, f1: 0.4778
loss: 1.0259, acc: 0.4062, test_acc: 0.6595, f1: 0.4643
loss: 1.2072, acc: 0.4583, test_acc: 0.6622, f1: 0.4883
loss: 0.9189, acc: 0.4688, test_acc: 0.6622, f1: 0.4924
loss: 1.0150, acc: 0.4500, test_acc: 0.6613, f1: 0.5236
loss: 0.8592, acc: 0.5000, test_acc: 0.5523, f1: 0.4844
loss: 1.0786, acc: 0.4821, test_acc: 0.5657, f1: 0.4921
loss: 0.9365, acc: 0.4922, test_acc: 0.5755, f1: 0.4957
loss: 0.9728, acc: 0.4931, test_acc: 0.5433, f1: 0.4760
loss: 0.9923, acc: 0.4938, test_acc: 0.6014, f1: 0.4999
loss: 1.0351, acc: 0.5000, test_acc: 0.5925, f1: 0.4943
loss: 1.2390, acc: 0.4948, test_acc: 0.5800, f1: 0.4959
loss: 1.2475, acc: 0.4904, test_acc: 0.5836, f1: 0.5009
loss: 0.8510, acc: 0.5000, test_acc: 0.5424, f1: 0.4801
loss: 0.9638, acc: 0.5042, test_acc: 0.5818, f1: 0.5030
loss: 1.1256, acc: 0.5000, test_acc: 0.6559, f1: 0.5360
loss: 0.8017, acc: 0.5037, test_acc: 0.5299, f1: 0.4727
loss: 0.9960, acc: 0.5000, test_acc: 0.4325, f1: 0.4127
loss: 0.8009, acc: 0.5066, test_acc: 0.5362, f1: 0.4790
loss: 1.0613, acc: 0.5094, test_acc: 0.6434, f1: 0.5393
loss: 1.1054, acc: 0.5030, test_acc: 0.4576, f1: 0.4391
loss: 1.0268, acc: 0.4972, test_acc: 0.4415, f1: 0.4255
loss: 1.0508, acc: 0.4864, test_acc: 0.4191, f1: 0.4074
loss: 1.0342, acc: 0.4844, test_acc: 0.4343, f1: 0.4117
loss: 1.0580, acc: 0.4825, test_acc: 0.6408, f1: 0.5379
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6979_f1_0.4706
loss: 0.7949, acc: 0.4976, test_acc: 0.6979, f1: 0.4706
loss: 0.9977, acc: 0.5046, test_acc: 0.6702, f1: 0.3985
loss: 0.9147, acc: 0.5156, test_acc: 0.6649, f1: 0.4124
loss: 0.8564, acc: 0.5194, test_acc: 0.6550, f1: 0.4468
loss: 1.1104, acc: 0.5208, test_acc: 0.6497, f1: 0.4753
loss: 1.1615, acc: 0.5202, test_acc: 0.5764, f1: 0.4738
loss: 0.9953, acc: 0.5195, test_acc: 0.4826, f1: 0.4391
loss: 1.1403, acc: 0.5133, test_acc: 0.3369, f1: 0.3365
loss: 0.9209, acc: 0.5129, test_acc: 0.4415, f1: 0.4147
loss: 1.1838, acc: 0.5018, test_acc: 0.4093, f1: 0.3927
loss: 1.1744, acc: 0.4965, test_acc: 0.4861, f1: 0.4454
loss: 1.0198, acc: 0.4966, test_acc: 0.5666, f1: 0.4953
loss: 0.8818, acc: 0.4967, test_acc: 0.6130, f1: 0.5154
loss: 1.0341, acc: 0.4984, test_acc: 0.6166, f1: 0.5224
loss: 0.8977, acc: 0.4984, test_acc: 0.5666, f1: 0.5012
loss: 0.8959, acc: 0.5000, test_acc: 0.5889, f1: 0.5154
loss: 0.9419, acc: 0.5000, test_acc: 0.6836, f1: 0.5567
loss: 1.0287, acc: 0.5015, test_acc: 0.6586, f1: 0.5472
loss: 0.8300, acc: 0.5057, test_acc: 0.5987, f1: 0.5244
loss: 0.9985, acc: 0.5056, test_acc: 0.6068, f1: 0.5299
loss: 1.1438, acc: 0.5055, test_acc: 0.5639, f1: 0.5061
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 25
loss: 0.8647, acc: 0.5625, test_acc: 0.5889, f1: 0.5225
loss: 0.8876, acc: 0.5312, test_acc: 0.6193, f1: 0.5361
loss: 1.1259, acc: 0.4583, test_acc: 0.5237, f1: 0.4821
loss: 0.8226, acc: 0.5156, test_acc: 0.5487, f1: 0.4971
loss: 1.0985, acc: 0.5125, test_acc: 0.6649, f1: 0.5643
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7176_f1_0.5314
loss: 1.0119, acc: 0.5417, test_acc: 0.7176, f1: 0.5314
loss: 1.1691, acc: 0.5536, test_acc: 0.7131, f1: 0.5113
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7256_f1_0.5829
loss: 0.8262, acc: 0.5781, test_acc: 0.7256, f1: 0.5829
loss: 0.9248, acc: 0.5764, test_acc: 0.6193, f1: 0.5362
loss: 1.0156, acc: 0.5687, test_acc: 0.5344, f1: 0.4810
loss: 1.1530, acc: 0.5511, test_acc: 0.4298, f1: 0.4131
loss: 0.9635, acc: 0.5469, test_acc: 0.4406, f1: 0.4119
loss: 1.1833, acc: 0.5385, test_acc: 0.5424, f1: 0.4627
loss: 1.0890, acc: 0.5268, test_acc: 0.6247, f1: 0.5145
loss: 0.7094, acc: 0.5458, test_acc: 0.6577, f1: 0.5510
loss: 0.9504, acc: 0.5430, test_acc: 0.6452, f1: 0.5422
loss: 0.9964, acc: 0.5368, test_acc: 0.6220, f1: 0.5317
loss: 0.9538, acc: 0.5451, test_acc: 0.5603, f1: 0.5011
loss: 0.9090, acc: 0.5428, test_acc: 0.5541, f1: 0.4978
loss: 0.9516, acc: 0.5406, test_acc: 0.5746, f1: 0.5053
loss: 0.9781, acc: 0.5387, test_acc: 0.5827, f1: 0.5070
loss: 1.0299, acc: 0.5341, test_acc: 0.6497, f1: 0.5404
loss: 1.0201, acc: 0.5299, test_acc: 0.6738, f1: 0.5389
loss: 0.8647, acc: 0.5365, test_acc: 0.6953, f1: 0.5512
loss: 1.1778, acc: 0.5400, test_acc: 0.7069, f1: 0.5533
loss: 1.0395, acc: 0.5457, test_acc: 0.7069, f1: 0.5614
loss: 0.6581, acc: 0.5579, test_acc: 0.6863, f1: 0.5699
loss: 1.0553, acc: 0.5513, test_acc: 0.6917, f1: 0.5716
loss: 0.8123, acc: 0.5560, test_acc: 0.6783, f1: 0.5651
loss: 1.1125, acc: 0.5563, test_acc: 0.6434, f1: 0.5539
loss: 0.9540, acc: 0.5565, test_acc: 0.5862, f1: 0.5199
loss: 0.9821, acc: 0.5586, test_acc: 0.6631, f1: 0.5619
loss: 0.8975, acc: 0.5644, test_acc: 0.6810, f1: 0.5722
loss: 0.9621, acc: 0.5643, test_acc: 0.6461, f1: 0.5549
loss: 1.2516, acc: 0.5679, test_acc: 0.6533, f1: 0.5582
loss: 0.6788, acc: 0.5729, test_acc: 0.6872, f1: 0.5765
loss: 0.9260, acc: 0.5693, test_acc: 0.6908, f1: 0.5770
loss: 0.9741, acc: 0.5674, test_acc: 0.6622, f1: 0.5651
loss: 0.9847, acc: 0.5689, test_acc: 0.6533, f1: 0.5631
loss: 1.0758, acc: 0.5641, test_acc: 0.6631, f1: 0.5656
loss: 0.9802, acc: 0.5625, test_acc: 0.6711, f1: 0.5646
loss: 0.9725, acc: 0.5595, test_acc: 0.6542, f1: 0.5581
loss: 0.7534, acc: 0.5610, test_acc: 0.6702, f1: 0.5719
loss: 0.8302, acc: 0.5597, test_acc: 0.7033, f1: 0.5772
loss: 1.1267, acc: 0.5583, test_acc: 0.7256, f1: 0.5908
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 26
loss: 0.8497, acc: 0.7500, test_acc: 0.7248, f1: 0.5809
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7373_f1_0.5947
loss: 1.0078, acc: 0.6562, test_acc: 0.7373, f1: 0.5947
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7408_f1_0.5936
loss: 0.9582, acc: 0.6875, test_acc: 0.7408, f1: 0.5936
loss: 0.9018, acc: 0.6562, test_acc: 0.7328, f1: 0.5918
loss: 0.9670, acc: 0.6625, test_acc: 0.7382, f1: 0.5912
loss: 1.2832, acc: 0.6458, test_acc: 0.7310, f1: 0.5865
loss: 0.7059, acc: 0.6607, test_acc: 0.7373, f1: 0.6008
loss: 0.8415, acc: 0.6641, test_acc: 0.7319, f1: 0.5912
loss: 0.8403, acc: 0.6667, test_acc: 0.7230, f1: 0.5920
loss: 1.1482, acc: 0.6625, test_acc: 0.7131, f1: 0.5813
loss: 0.8394, acc: 0.6648, test_acc: 0.7221, f1: 0.5955
loss: 1.0950, acc: 0.6458, test_acc: 0.7176, f1: 0.5970
loss: 0.7599, acc: 0.6538, test_acc: 0.7167, f1: 0.5883
loss: 0.8352, acc: 0.6518, test_acc: 0.7122, f1: 0.5852
loss: 0.8941, acc: 0.6542, test_acc: 0.7122, f1: 0.5878
loss: 0.8023, acc: 0.6641, test_acc: 0.7096, f1: 0.5916
loss: 0.8361, acc: 0.6691, test_acc: 0.7113, f1: 0.5894
loss: 0.8689, acc: 0.6667, test_acc: 0.7060, f1: 0.5854
loss: 0.8149, acc: 0.6645, test_acc: 0.6399, f1: 0.5542
loss: 1.0868, acc: 0.6469, test_acc: 0.5979, f1: 0.5338
loss: 0.9307, acc: 0.6399, test_acc: 0.5809, f1: 0.5238
loss: 0.7006, acc: 0.6477, test_acc: 0.6631, f1: 0.5714
loss: 0.8285, acc: 0.6440, test_acc: 0.7256, f1: 0.5979
loss: 0.9284, acc: 0.6432, test_acc: 0.7310, f1: 0.5923
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7417_f1_0.6006
loss: 1.0432, acc: 0.6425, test_acc: 0.7417, f1: 0.6006
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7435_f1_0.6007
loss: 0.7678, acc: 0.6466, test_acc: 0.7435, f1: 0.6007
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7542_f1_0.6075
loss: 1.2373, acc: 0.6389, test_acc: 0.7542, f1: 0.6075
loss: 0.8719, acc: 0.6429, test_acc: 0.7444, f1: 0.6038
loss: 0.9163, acc: 0.6401, test_acc: 0.6935, f1: 0.5763
loss: 1.1034, acc: 0.6354, test_acc: 0.6881, f1: 0.5729
loss: 1.2015, acc: 0.6331, test_acc: 0.7221, f1: 0.5933
loss: 1.0508, acc: 0.6348, test_acc: 0.7364, f1: 0.5931
loss: 1.3499, acc: 0.6326, test_acc: 0.7346, f1: 0.5901
loss: 0.8383, acc: 0.6305, test_acc: 0.7265, f1: 0.5840
loss: 0.8884, acc: 0.6304, test_acc: 0.6729, f1: 0.5505
loss: 0.8666, acc: 0.6302, test_acc: 0.6470, f1: 0.5485
loss: 0.6564, acc: 0.6334, test_acc: 0.6220, f1: 0.5427
loss: 0.7532, acc: 0.6349, test_acc: 0.6828, f1: 0.5804
loss: 0.7565, acc: 0.6394, test_acc: 0.7078, f1: 0.5897
loss: 0.6754, acc: 0.6438, test_acc: 0.6899, f1: 0.5799
loss: 0.8475, acc: 0.6402, test_acc: 0.6783, f1: 0.5740
loss: 0.8344, acc: 0.6414, test_acc: 0.6577, f1: 0.5681
loss: 0.8479, acc: 0.6424, test_acc: 0.6747, f1: 0.5783
loss: 0.9773, acc: 0.6378, test_acc: 0.6845, f1: 0.5866
loss: 1.0832, acc: 0.6375, test_acc: 0.6899, f1: 0.5882
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 27
loss: 0.8764, acc: 0.6250, test_acc: 0.6854, f1: 0.5864
loss: 0.8546, acc: 0.6250, test_acc: 0.7140, f1: 0.6025
loss: 1.3090, acc: 0.5208, test_acc: 0.7391, f1: 0.6103
loss: 0.9475, acc: 0.5625, test_acc: 0.7489, f1: 0.6128
loss: 1.0680, acc: 0.5625, test_acc: 0.7417, f1: 0.6123
loss: 0.8131, acc: 0.5938, test_acc: 0.7239, f1: 0.5947
loss: 0.9656, acc: 0.5982, test_acc: 0.7373, f1: 0.6058
loss: 0.7413, acc: 0.6172, test_acc: 0.7337, f1: 0.6063
loss: 1.0037, acc: 0.6250, test_acc: 0.7248, f1: 0.5966
loss: 1.0556, acc: 0.6188, test_acc: 0.7221, f1: 0.5905
loss: 1.1237, acc: 0.6023, test_acc: 0.7105, f1: 0.5875
loss: 1.1525, acc: 0.6094, test_acc: 0.7069, f1: 0.5821
loss: 0.9909, acc: 0.6106, test_acc: 0.7274, f1: 0.5937
loss: 0.8537, acc: 0.6161, test_acc: 0.7301, f1: 0.5936
loss: 1.0358, acc: 0.6167, test_acc: 0.7221, f1: 0.5893
loss: 0.7874, acc: 0.6211, test_acc: 0.6997, f1: 0.5782
loss: 0.8297, acc: 0.6176, test_acc: 0.6854, f1: 0.5670
loss: 0.6073, acc: 0.6250, test_acc: 0.7274, f1: 0.5910
loss: 0.7383, acc: 0.6316, test_acc: 0.7399, f1: 0.5982
loss: 0.8593, acc: 0.6344, test_acc: 0.7319, f1: 0.5909
loss: 0.9803, acc: 0.6280, test_acc: 0.7194, f1: 0.5858
loss: 0.8492, acc: 0.6222, test_acc: 0.7078, f1: 0.5822
loss: 0.9302, acc: 0.6223, test_acc: 0.7158, f1: 0.5922
loss: 1.0115, acc: 0.6250, test_acc: 0.7274, f1: 0.6033
loss: 0.8399, acc: 0.6275, test_acc: 0.7337, f1: 0.6052
loss: 1.0301, acc: 0.6250, test_acc: 0.7167, f1: 0.5932
loss: 0.9252, acc: 0.6227, test_acc: 0.7015, f1: 0.5842
loss: 0.7072, acc: 0.6272, test_acc: 0.6890, f1: 0.5768
loss: 0.8744, acc: 0.6250, test_acc: 0.6899, f1: 0.5803
loss: 1.0848, acc: 0.6229, test_acc: 0.7006, f1: 0.5917
loss: 0.5102, acc: 0.6331, test_acc: 0.6935, f1: 0.5877
loss: 0.9471, acc: 0.6289, test_acc: 0.7212, f1: 0.6004
loss: 1.0772, acc: 0.6307, test_acc: 0.7346, f1: 0.6051
loss: 0.7640, acc: 0.6342, test_acc: 0.7301, f1: 0.6076
loss: 0.7486, acc: 0.6339, test_acc: 0.7033, f1: 0.5853
loss: 0.5534, acc: 0.6389, test_acc: 0.6997, f1: 0.5878
loss: 0.9463, acc: 0.6351, test_acc: 0.6935, f1: 0.5840
loss: 0.6994, acc: 0.6398, test_acc: 0.7149, f1: 0.5953
loss: 1.1527, acc: 0.6394, test_acc: 0.7399, f1: 0.6080
loss: 1.0587, acc: 0.6422, test_acc: 0.7542, f1: 0.6046
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7551_f1_0.6156
loss: 0.9783, acc: 0.6433, test_acc: 0.7551, f1: 0.6156
